Country Name,Regional Indicator,Year,Life Ladder,Log GDP Per Capita,Social Support,Healthy Life Expectancy At Birth,Freedom To Make Life Choices,Generosity,Perceptions Of Corruption,Positive Affect,Negative Affect,Confidence In National Government
Saudi Arabia,Middle East and North Africa,1904,6.307098389,10.62270546,0.87959832,62.20000076,0.677777231,-0.031791762,,0.645319223,0.297208935,
Senegal,Sub-Saharan Africa,1904,4.372156143,7.948086262,0.76029408,56.70000076,0.777262628,-0.081400879,0.850534856,0.669947743,0.142737702,0.285449982
Serbia,Central and Eastern Europe,1904,4.461304188,9.582839966,0.725563347,65.69999695,0.462647259,-0.173772261,0.96547246,0.445710063,0.415409207,
Sierra Leone,Sub-Saharan Africa,1904,4.133955956,7.245351315,0.811872959,47.79999924,0.726268828,0.011262072,0.910440624,0.497324437,0.290469229,0.651547968
Singapore,Southeast Asia,1904,6.531401634,11.26593971,0.864162147,72.30000305,0.846184611,-0.022667632,0.060282066,0.527337015,0.131343439,0.904517174
Slovakia,Central and Eastern Europe,1904,6.052223206,10.14885044,0.919640005,66.5,0.635757685,-0.103514425,0.907136023,0.602989495,0.277206749,0.308679521
Slovenia,Central and Eastern Europe,1904,6.082555294,10.41483116,0.917203367,69.19999695,0.895522416,0.025580876,0.844790697,0.591895521,0.295366138,0.331916302
Somaliland region,Middle East and North Africa,1904,4.657363415,,0.829004526,,0.819121906,,0.471094489,0.631947339,0.08342576,0.587192237
South Africa,Sub-Saharan Africa,1904,4.652428627,9.508172989,0.917056024,49.59999847,0.738905966,-0.211052805,0.79062891,0.698225856,0.123753376,0.593964458
South Korea,East Asia,1904,6.116024494,10.44565201,0.815516651,70.90000153,0.676652968,-0.037169319,0.751621127,0.626363039,0.130337119,0.324227005
Spain,Western Europe,1904,6.188262463,10.52670765,0.949940383,71,0.796495557,-0.141896814,0.839746296,0.645088673,0.321819484,0.302731603
Sri Lanka,South Asia,1904,3.976905107,9.15278244,0.814367235,64.19999695,0.738208532,0.253206968,0.769477904,0.70351088,0.163471773,0.807552159
State of Palestine,Middle East and North Africa,1904,4.702603817,8.362595558,0.82174629,62.25,0.504262269,-0.118035041,0.752414644,0.552512765,0.381490052,
Sudan,Middle East and North Africa,1904,4.435159683,8.464909554,0.854824424,57.70000076,0.648155332,-0.070116132,0.736897171,0.589273751,0.220789164,
Sweden,Western Europe,1904,7.496018887,10.77460003,0.97024262,71.19999695,0.904699981,0.138173744,0.253086656,0.788177967,0.20011203,0.602851212
Syria,Middle East and North Africa,1904,4.464707851,8.732948303,0.934231639,65.09999847,0.647047997,0.005044768,0.743093967,0.489091724,0.224643707,
Taiwan Province of China,East Asia,1904,6.228530884,10.68094063,0.831412911,69.59999847,0.676587284,0.001238356,0.821364701,0.738164246,0.135867342,0.433026195
Tajikistan,Commonwealth of Independent States,1904,4.380636215,7.766423225,0.759163022,60.90000153,0.78449589,0.056981448,0.678527772,0.482640594,0.191733032,0.909929097
Tanzania,Sub-Saharan Africa,1904,3.229129076,7.587300777,0.812531769,53.40000153,0.597121656,0.138581187,0.866263866,0.666602314,0.146118715,0.640798569
Thailand,Southeast Asia,1904,6.216702938,9.559039116,0.897651255,67.09999847,0.859636426,0.533928752,0.916693389,0.821447611,0.181523174,0.683404207
Tunisia,Middle East and North Africa,1904,5.130520821,9.256966591,0.863187671,66.30000305,0.623592854,-0.140697673,0.732379258,0.696831405,0.248912811,0.903174698
Turkiye,Middle East and North Africa,1904,5.490347385,9.892935753,0.794905484,66.90000153,0.514920354,-0.189835683,0.810895741,0.53223002,0.327065974,
Uganda,Sub-Saharan Africa,1904,4.192882061,7.538239956,0.830155492,52.09999847,0.800667286,-0.01694892,0.854991913,0.627986968,0.251241982,0.662705898
Ukraine,Commonwealth of Independent States,1904,5.057561398,9.410946846,0.883555114,62.20000076,0.483833194,-0.194431901,0.953752279,0.472101361,0.227200434,0.263286889
United Arab Emirates,Middle East and North Africa,1904,7.097455502,10.90897179,0.911762357,65.09999847,0.877750754,0.052678794,0.355115891,0.70074904,0.23301357,
United Kingdom,Western Europe,1904,7.029364109,10.65184307,0.955068171,69.40000153,0.841306746,0.398790002,0.586813152,0.753458798,0.176342949,0.50351125
United States,North America and ANZ,1904,7.16361618,10.90626526,0.926158726,66.69999695,0.828044355,0.239416048,0.689582586,0.776060641,0.231052637,0.418275833
Uruguay,Latin America and Caribbean,1904,6.061904765,9.869509697,0.893039763,67.09999847,0.832241356,-0.16781567,0.47137624,0.738478601,0.231179178,0.728630126
Uzbekistan,Commonwealth of Independent States,1904,5.095342159,8.507943153,0.903226435,62.29999924,,-0.036957644,0.51872021,0.664852977,0.151882708,
Venezuela,Latin America and Caribbean,1904,7.47845459,9.747844696,0.931575835,65.30000305,0.768256962,-0.160537377,0.754268944,0.847399771,0.129685894,0.588830411
Vietnam,Southeast Asia,1904,5.295780659,8.75219059,0.786611378,64.5,0.831494451,-0.023855312,0.74263674,0.670660913,0.215798423,0.850196421
Yemen,Middle East and North Africa,1904,4.35031271,8.413556099,0.726612389,58.59999847,0.659283996,-0.10378509,0.853403211,0.513613045,0.308332771,0.520392537
Zimbabwe,Sub-Saharan Africa,1904,4.681569576,7.495286465,0.856637836,45.20000076,0.664718211,-0.077650897,0.828360796,0.699366033,0.122149915,0.47119076
Afghanistan,South Asia,1905,3.83171916,7.581258774,0.521103561,51.40000153,0.495901406,0.163571492,0.731108546,0.479834676,0.267174691,0.307385713
Albania,Central and Eastern Europe,1905,5.867421627,9.310619354,0.759433806,67.87999725,0.487496257,-0.206186071,0.877002597,0.565758884,0.256576508,
Algeria,Middle East and North Africa,1905,5.317194462,9.315958023,0.810234487,65.59999847,0.529561281,-0.185084403,0.637981653,0.50273627,0.254896641,
Angola,Sub-Saharan Africa,1905,5.589000702,8.944346428,0.723094344,51.22000122,0.583701789,0.052619062,0.911320329,0.666832566,0.361063153,0.23238717
Argentina,Latin America and Caribbean,1905,6.775805473,10.11243629,0.889073491,66.41999817,0.815802038,-0.177721888,0.754645705,0.768942535,0.231855154,0.607537687
Armenia,Commonwealth of Independent States,1905,4.260491371,9.164417267,0.705108464,65.04000092,0.464524716,-0.227116942,0.874601007,0.410856694,0.45907408,0.335884422
Australia,North America and ANZ,1905,7.405616283,10.72338581,0.967029214,70.27999878,0.944586456,0.365758806,0.381771743,0.724132299,0.195323676,0.530786693
Austria,Western Europe,1905,7.470512867,10.88142204,0.944156826,70,0.939355612,0.127589643,0.702721,0.672192097,0.14523755,0.406919045
Azerbaijan,Commonwealth of Independent States,1905,4.680469513,9.540638924,0.725193918,61.97999954,0.537484288,-0.107818343,0.795119047,0.521693528,0.258117318,0.741815805
Bahrain,Middle East and North Africa,1905,4.82397604,10.7485981,0.90786773,65.23999786,0.869870365,-0.059402969,0.582522452,0.505992472,0.513719201,
Bangladesh,South Asia,1905,4.985649109,8.180617332,0.606459022,61.72000122,0.83799535,-0.083039746,0.757002652,0.501307309,0.234981537,0.786452591
Belarus,Commonwealth of Independent States,1905,5.225307941,9.813235283,0.909887791,62.86000061,0.656010866,-0.171495944,0.671938658,0.493381172,0.249455392,
Belgium,Western Europe,1905,7.111363888,10.78217793,0.936955452,69.36000061,0.880153596,-0.018392406,0.711043894,0.752021194,0.225056365,0.289129466
Benin,Sub-Saharan Africa,1905,3.870279551,7.876235485,0.477494389,53.25999832,0.772918761,-0.142096624,0.849472225,0.57443893,0.21867846,0.777150393
Bolivia,Latin America and Caribbean,1905,5.778874397,8.813483238,0.816782832,61.90000153,0.781673729,-0.040564455,0.824854314,0.688715518,0.361485541,0.334731668
Bosnia and Herzegovina,Central and Eastern Europe,1905,4.994670868,9.299640656,0.725242853,67,0.333312094,-0.035210427,0.924784362,0.551055074,0.325734705,
Botswana,Sub-Saharan Africa,1905,3.519921064,9.491771698,0.860028088,51.04000092,0.812514067,-0.245455414,0.816158473,0.647245646,0.159782797,0.791794062
Brazil,Latin America and Caribbean,1905,7.037816525,9.633741379,0.916252911,64.05999756,0.833655775,-0.075442813,0.662166715,0.698406935,0.267524213,0.502891362
Bulgaria,Central and Eastern Europe,1905,3.875382423,9.834396362,0.860272288,65.33999634,0.663527906,-0.23412855,0.947978675,0.489642143,0.270931035,0.265244752
Burkina Faso,Sub-Saharan Africa,1905,4.785367489,7.450127602,0.709528148,51.63999939,0.724568486,-0.10341572,0.706798375,0.578328431,0.204735845,0.632864714
Burundi,Sub-Saharan Africa,1905,3.705894232,6.69414711,0.422240019,51.52000046,0.489863038,-0.059414733,0.677107692,0.571715295,0.190344945,0.851199687
Cambodia,Southeast Asia,1905,4.161225319,7.957363129,0.715518951,59.34000015,0.927462399,0.416751905,0.775355637,0.637012541,0.307868689,0.901219606
Cameroon,Sub-Saharan Africa,1905,4.433885098,8.106182098,0.737992823,50.04000092,0.816693783,-0.0350875,0.869615674,0.607725799,0.271676332,0.645140469
Canada,North America and ANZ,1905,7.426053524,10.7325325,0.921669245,70.86000061,0.950925291,0.249269426,0.432991534,0.802899837,0.247728661,0.553290546
Central African Republic,Sub-Saharan Africa,1905,3.677826405,7.05653286,0.387390912,42.84000015,0.780017793,-0.012097322,0.834498882,0.501872838,0.277179927,0.78385824
Chad,Sub-Saharan Africa,1905,4.393482208,7.428129673,0.81884402,48.97999954,0.540267944,0.02889158,0.876383662,0.578596532,0.289146483,0.394194484
Chile,Latin America and Caribbean,1905,6.526334763,10.01340485,0.819078863,68.68000031,0.700734138,0.105664022,0.752755523,0.757600784,0.316876173,0.322867334
China,East Asia,1905,5.037207603,9.177826881,0.787171185,66.95999908,0.824162364,-0.189271152,,0.710054815,0.133503452,
Colombia,Latin America and Caribbean,1905,6.463952541,9.439705849,0.904147327,67.41999817,0.810907423,-0.076487079,0.847268522,0.784792185,0.285958856,0.445631891
Comoros,Sub-Saharan Africa,1905,3.838485956,8.034251213,0.721832752,57.24000168,0.499673873,-0.080622531,0.731508493,0.622124016,0.173323005,0.441241771
Congo (Brazzaville),Sub-Saharan Africa,1905,4.509824276,8.502156258,0.637117505,53.38000107,0.744807184,-0.13448514,0.832713723,0.601302743,0.28787604,0.468380183
Congo (Kinshasa),Sub-Saharan Africa,1905,4.516963959,6.768578053,0.743946671,50.40000153,0.631108582,-0.024183685,0.856494904,0.564573765,0.208352298,0.350868344
Costa Rica,Latin America and Caribbean,1905,7.228888512,9.751876831,0.89204818,69.36000061,0.926105797,-0.039756496,0.836583257,0.793523431,0.26922521,0.322533011
Croatia,Central and Eastern Europe,1905,5.385372639,10.11270237,0.789738715,67.41999817,0.516932428,-0.202886671,0.976777494,0.55185771,0.272979707,
Cyprus,Western Europe,1905,6.689608574,10.5345974,0.843654513,70.95999908,0.745468855,0.175204977,0.840676486,0.682390809,0.272299588,0.399997503
Czechia,Central and Eastern Europe,1905,6.331490993,10.43418026,0.91351074,67.81999969,0.787180007,-0.110400707,0.949787855,0.623190195,0.252808869,0.206286699
Denmark,Western Europe,1905,7.78823185,10.84531403,0.961736143,69.62000275,0.934760153,0.293352216,0.220043078,0.777891874,0.174883381,0.471823335
Djibouti,Middle East and North Africa,1905,4.369193554,8.15037632,0.632973254,55.08000183,0.746439457,-0.078678817,0.518930137,0.542736053,0.180592626,0.678491235
Dominican Republic,Latin America and Caribbean,1905,5.396535397,9.465392113,0.872086227,64.16000366,0.847975314,0.011426569,0.788254738,0.738086641,0.299839288,0.410130858
Ecuador,Latin America and Caribbean,1905,5.795088291,9.304624557,0.818051338,66.13999939,0.7883057,-0.158127472,0.701595664,0.805906117,0.27068767,0.593581021
Egypt,Middle East and North Africa,1905,4.174158573,9.18635273,0.753394485,61.75999832,0.589537799,-0.150524423,0.858596265,0.45629409,0.353416979,0.63178885
El Salvador,Latin America and Caribbean,1905,4.741294861,8.944543839,0.731277883,64.22000122,0.747246385,-0.129943877,0.706552804,0.830042779,0.336321533,0.490076542
Estonia,Central and Eastern Europe,1905,5.486819744,10.23960781,0.908712626,67.18000031,0.735225379,-0.17141147,0.68678391,0.640869439,0.205158427,0.417540222
Eswatini,Sub-Saharan Africa,1905,4.867091179,8.902074814,0.837149739,42.5,0.60715723,-0.066723406,0.917250097,0.756366313,0.251053393,0.353280842
Finland,Western Europe,1905,7.354225159,10.75419044,0.937856853,69.81999969,0.936448395,0.097216822,0.319593191,0.708862185,0.20523864,0.565402389
France,Western Europe,1905,6.959185123,10.6657505,0.92128557,71.30000305,0.903366625,-0.1062987,0.626624525,0.718365848,0.280994773,0.375089258
Gabon,Sub-Saharan Africa,1905,4.255400658,9.557162285,0.652701557,54.45999908,0.771871924,-0.211015776,0.850830913,0.564417541,0.263955116,0.534545362
Georgia,Commonwealth of Independent States,1905,4.203030586,9.263071908,0.502937376,63.79999924,0.632464528,-0.257870644,0.353346407,0.421274066,0.246770427,0.657343626
Germany,Western Europe,1905,6.621312141,10.81492519,0.947236657,70.01999664,0.906293273,0.028501119,0.677172124,0.685721278,0.165199533,0.424583137
Ghana,Sub-Saharan Africa,1905,5.608199596,8.325683594,0.724297225,54.74000168,0.851896167,0.008777838,0.790444314,0.657618284,0.209212631,0.683400929
Greece,Western Europe,1905,5.372039795,10.31951046,0.85155499,70.08000183,0.528125942,-0.318965465,0.941152513,0.551990569,0.322790802,0.175151214
Guatemala,Latin America and Caribbean,1905,5.743353844,8.923148155,0.768112421,60.38000107,0.762963116,0.006158426,0.863039374,0.791875601,0.289357901,0.355844259
Guinea,Sub-Saharan Africa,1905,4.044569492,7.556332588,0.598465562,51.02000046,0.796830237,0.039881401,0.743256271,0.669798911,0.260133177,0.768311977
Haiti,Latin America and Caribbean,1905,4.844573975,8.022003174,0.567039013,33.31999969,0.412587792,0.197879672,0.681960106,0.5502581,0.244855642,0.45666796
Honduras,Latin America and Caribbean,1905,4.961031437,8.491849899,0.76570183,62.09999847,0.783369064,0.094304964,0.883963168,0.75679487,0.307470977,0.293331981
Hong Kong S.A.R. of China,East Asia,1905,5.474010944,10.88690948,0.846060157,,0.894330144,0.230172053,0.244886592,0.582491279,0.195711568,0.584562063
Hungary,Central and Eastern Europe,1905,4.917602539,10.1268425,0.893662214,65.95999908,0.631100118,-0.092765242,0.939908028,0.586092055,0.304519564,0.35979417
India,South Asia,1905,4.634871483,8.383486748,0.552593112,57.65999985,0.837551653,-0.039746966,0.907793522,0.479759604,0.231594488,0.580353677
Indonesia,Southeast Asia,1905,5.172608376,9.060741425,0.82497704,61.41999817,0.878287196,0.435677022,0.962294877,0.747676671,0.273416042,0.739044189
Iran,Middle East and North Africa,1905,4.767507076,9.635751724,0.582237065,65.13999939,0.797573686,0.190745592,0.664581537,0.51254046,0.359067976,0.803579271
Iraq,Middle East and North Africa,1905,4.725366116,9.047007561,0.750748634,60.88000107,0.347414047,-0.064874478,0.780027211,0.473191261,0.557098687,0.366801709
Ireland,Western Europe,1905,7.006904125,10.89139748,0.977377594,70.22000122,0.952034354,0.378097326,0.589912653,0.786443889,0.19030945,0.529104173
Israel,Middle East and North Africa,1905,7.433147907,10.47169018,0.892696559,71.48000336,0.722269237,0.138089314,0.891295373,0.654481232,0.384475023,0.271090537
Italy,Western Europe,1905,6.057086468,10.66644764,0.913309336,71.19999695,0.567738414,-0.021660324,0.933460951,0.610143721,0.265567929,0.259559691
Jamaica,Latin America and Caribbean,1905,5.374446392,9.192560196,0.854584217,66.59999847,0.795613527,-0.068648472,0.909116149,0.764462769,0.23715882,0.364988148
Japan,East Asia,1905,6.262793541,10.54927063,0.916703701,73.12000275,0.814396441,-0.057087187,0.733798981,0.713564217,0.181055471,0.231063634
Jordan,Middle East and North Africa,1905,5.539327621,9.383052826,0.87791878,66.87999725,0.759564519,-0.152626708,,0.55093354,0.26032415,
Kazakhstan,Commonwealth of Independent States,1905,5.735662937,9.997436523,0.904971361,61,0.877888083,-0.239027992,0.801724195,0.622470558,0.154433981,0.716494739
Kenya,Sub-Saharan Africa,1905,4.405310154,8.249103546,0.846307576,54.02000046,0.708659172,0.012076978,0.922664165,0.70551306,0.227972493,0.458982378
Kosovo,Central and Eastern Europe,1905,4.859501839,8.992258072,0.75910157,,0.588978767,0.006247061,0.919211984,0.603739738,0.12443766,
Kuwait,Middle East and North Africa,1905,6.377699375,11.02446365,0.881911993,69.40000153,0.768603504,,0.560423911,0.72620672,0.176825136,
Kyrgyzstan,Commonwealth of Independent States,1905,4.921049118,8.374398232,0.891404092,62.02000046,0.747808456,-0.156828687,0.932496965,0.579320967,0.151315898,0.436688751
Laos,Southeast Asia,1905,4.703749657,8.537691116,0.690877795,57.77999878,0.881633818,0.456965566,0.587321937,0.746239841,0.225278497,0.981803596
Latvia,Central and Eastern Europe,1905,4.966811657,10.00411987,0.836042464,64.59999847,0.56446445,-0.004240889,0.9342556,0.562926173,0.221713215,0.107237339
Lebanon,Middle East and North Africa,1905,5.187571526,9.863549232,0.732914627,65.45999908,0.657106042,0.0004487,0.910560846,0.506424606,0.319107035,
Lesotho,Sub-Saharan Africa,1905,4.89751482,7.785040379,0.824085355,41.52000046,0.618259728,-0.089228854,0.767675638,0.754062176,0.170009926,0.396459043
Lithuania,Central and Eastern Europe,1905,5.43243742,10.16464233,0.911411285,64.5,0.565797269,-0.151546523,0.963511646,0.555819511,0.274636686,0.18108657
Luxembourg,Western Europe,1905,7.101400375,11.63512897,0.934090614,70.69999695,0.961830735,0.09795773,0.3881706,0.743698657,0.200136617,0.770686686
Madagascar,Sub-Saharan Africa,1905,4.381415367,7.308839321,0.818402648,55.34000015,0.545555592,-0.061400827,0.897100151,0.516020477,0.234825984,0.64958179
Malawi,Sub-Saharan Africa,1905,3.946062565,7.232430458,0.612736762,50.65999985,0.733463824,0.073304281,0.852994204,0.619638383,0.268474787,0.419558853
Malaysia,Southeast Asia,1905,5.786367416,9.947520256,0.770422995,65.48000336,0.840359092,-0.018508431,0.841504574,0.785432994,0.154874966,0.785984397
Mali,Sub-Saharan Africa,1905,4.666832924,7.609437943,0.795505047,51.63999939,0.822847605,-0.100026391,0.726062477,0.751705825,0.13182123,0.707489848
Malta,Western Europe,1905,6.154718399,10.40214825,0.922639728,70.58000183,0.881921828,0.289619535,,0.637833834,0.339702874,0.492513239
Mauritania,Sub-Saharan Africa,1905,4.784804344,8.481584549,0.750276566,57.70000076,0.566919141,0.049530253,0.746937871,0.729369521,0.174862579,0.42903164
Mauritius,Sub-Saharan Africa,1905,5.477073193,9.797497749,0.80027318,63.52000046,0.848193765,0.185815439,0.846761405,0.653383791,0.252504826,0.665332794
Mexico,Latin America and Caribbean,1905,6.909515381,9.821863174,0.824064076,65.23999786,0.831368089,-0.103744388,0.697580218,0.700016022,0.227555886,0.383446395
Moldova,Commonwealth of Independent States,1905,5.792262554,9.110533714,0.869413555,61.38000107,0.62802279,-0.084542379,0.956644356,0.553495347,0.284829497,0.238943219
Mongolia,East Asia,1905,5.031173706,9.069442749,0.947885275,58.22000122,0.700345695,0.147523403,0.931158841,0.560553193,0.153232589,0.285957992
Montenegro,Central and Eastern Europe,1905,5.223116875,9.757913589,0.817631543,66.27999878,0.546081364,-0.229605079,0.762383521,0.509750843,0.378120005,
Morocco,Middle East and North Africa,1905,5.084972858,8.710196495,0.833385289,62.65999985,0.578930736,-0.215434268,0.875224829,0.687321603,0.18714875,
Mozambique,Sub-Saharan Africa,1905,4.971111774,6.996473789,0.817624569,46.91999817,0.639206827,-0.026565693,0.718758941,0.565073431,0.243416056,0.629928231
Nepal,South Asia,1905,3.809444666,7.924372196,0.740979373,59.95999908,0.524797678,-0.020626685,0.934563756,0.530136704,0.207358956,0.328487307
Netherlands,Western Europe,1905,7.563797951,10.87036133,0.938396096,70.94000244,0.92543155,0.331632972,0.359395891,0.770457447,0.181386188,0.603366792
New Zealand,North America and ANZ,1905,7.190638065,10.54895306,0.953649879,69.81999969,0.934768736,0.279310256,0.269330204,0.78369844,0.210149646,0.635153055
Nicaragua,Latin America and Caribbean,1905,5.385705471,8.477496147,0.800305128,64.80000305,0.778591037,-0.021448839,0.760242522,0.747022092,0.309018821,0.539968431
Niger,Sub-Saharan Africa,1905,4.555829525,6.918029308,0.817660689,52.34000015,0.779515266,-0.055877484,0.549093366,0.709998012,0.166154444,0.7923069
North Macedonia,Central and Eastern Europe,1905,4.898180008,9.533145905,0.784300089,64.98000336,0.607463241,-0.091556266,0.865062475,0.503090858,0.36275062,
Oman,Middle East and North Africa,1905,6.852982044,10.53862,,62.34000015,0.916293025,0.009673225,,,0.295164108,
Pakistan,South Asia,1905,5.267186165,8.314452171,0.509884119,54.75999832,0.375822634,0.024724497,0.857177615,0.472561909,0.357800812,0.275174707
Panama,Latin America and Caribbean,1905,7.24808073,10.06313229,0.876284182,67.66000366,0.829012871,0.004947089,0.839684486,0.852716744,0.179641321,0.461056739
Paraguay,Latin America and Caribbean,1905,5.677080631,9.359894753,0.869149685,65.27999878,0.665864289,0.181740329,0.755997002,0.823038757,0.190262824,0.367264926
Peru,Latin America and Caribbean,1905,5.892457485,9.26293087,0.756304562,67.76000214,0.772759497,-0.125832319,0.823664963,0.74246645,0.330921263,0.293339759
Philippines,Southeast Asia,1905,4.993956566,8.698753357,0.788763285,61.65999985,0.882837474,0.070581667,0.782946467,0.807783842,0.358326375,0.722774804
Poland,Central and Eastern Europe,1905,5.646204948,10.12158489,0.904578626,67.27999878,0.868148923,-0.069783367,0.907953143,0.658624232,0.223810226,0.27237618
Portugal,Western Europe,1905,5.219997883,10.35152721,0.855960667,69.54000092,0.875092566,-0.176904023,0.961977124,0.670632899,0.279200882,0.20997645
Qatar,Middle East and North Africa,1905,6.591604233,11.62518024,0.857350588,65.04000092,0.904687464,0.00154122,,0.660717309,0.327789903,
Romania,Central and Eastern Europe,1905,5.02275753,9.973329544,0.752606809,65.58000183,0.650402188,-0.145764992,0.964042604,0.500530779,0.294461548,0.116410844
Russia,Commonwealth of Independent States,1905,5.388766289,10.12551403,0.883416891,60.93999863,0.625847578,-0.282352358,0.935130417,0.564264834,0.165234953,0.479574502
Rwanda,Sub-Saharan Africa,1905,4.097435951,7.342397213,0.569859505,56.5,0.829036176,-0.038137343,0.16147466,0.607516348,0.154241934,
Saudi Arabia,Middle East and North Africa,1905,6.699789524,10.6931715,0.829633653,62.40000153,0.603455663,-0.141502813,,0.698994219,0.240139723,
Senegal,Sub-Saharan Africa,1905,3.834190974,7.934118271,0.602409363,57,0.6408903,-0.16451928,0.869893968,0.696441174,0.180026993,0.304639816
Serbia,Central and Eastern Europe,1905,4.815186501,9.61089325,0.773210645,65.83999634,0.440458298,-0.18843706,0.976917386,0.458074152,0.410254955,
Sierra Leone,Sub-Saharan Africa,1905,4.501643658,7.279659271,0.781580985,48.18000031,0.769738138,0.004096047,0.854646623,0.494734854,0.299527586,0.582602978
Singapore,Southeast Asia,1905,6.561041832,11.30538559,0.904473901,72.48000336,0.821816325,-0.153288618,0.098924451,0.403699249,0.143628925,0.825414777
Slovakia,Central and Eastern Europe,1905,5.945048332,10.1739254,0.917293429,66.72000122,0.727163136,0.007831814,0.907132328,0.588251173,0.287409574,0.278723896
Slovenia,Central and Eastern Europe,1905,6.035964012,10.42133045,0.931166053,69.36000061,0.907440901,-0.02877897,0.893133819,0.587408543,0.285320938,0.181583047
Somaliland region,Middle East and North Africa,1905,4.930571556,,0.787961662,,0.858104467,,0.357340902,0.690513849,0.122244202,0.760763943
South Africa,Sub-Saharan Africa,1905,4.930511475,9.526732445,0.857703149,50.5,0.835448027,-0.163190439,0.819181919,0.720048368,0.230213523,0.627495944
South Korea,East Asia,1905,6.946599007,10.47415543,0.809104383,71.12000275,0.68235606,-0.052449543,0.827300906,0.587293863,0.167832613,0.283037215
Spain,Western Europe,1905,6.518249035,10.5149765,0.944443703,71.12000275,0.818650901,-0.125642389,0.845543444,0.666956425,0.356101543,0.308662713
Sri Lanka,South Asia,1905,4.180569172,9.229196548,0.841938436,64.68000031,0.82263726,0.13928616,0.760300696,0.73049593,0.174926728,0.855967104
State of Palestine,Middle East and North Africa,1905,4.751219749,8.451590538,0.75083226,,0.521889269,-0.12774688,0.750207603,0.49907428,0.387651235,
Sudan,Middle East and North Africa,1905,4.314456463,8.526615143,0.817785621,57.93999863,0.582538784,-0.049595386,0.662519455,0.53210187,0.248500824,
Sweden,Western Europe,1905,7.382232189,10.79850197,0.920521259,71.23999786,0.941115439,0.158229291,0.268513024,0.761534154,0.179151982,0.638707519
Syria,Middle East and North Africa,1905,4.037889481,8.735453606,0.575722337,63.34000015,0.530432761,0.127509296,0.740585506,0.521413982,0.495505452,
Taiwan Province of China,East Asia,1905,6.308915138,10.6934166,0.862520754,,0.761488199,0.031886768,0.754584312,0.727105975,0.112288088,0.472066849
Tajikistan,Commonwealth of Independent States,1905,4.262671471,7.81664753,0.750738382,61,0.776179969,-0.12384247,0.67219919,0.573455215,0.165632233,0.890875399
Tanzania,Sub-Saharan Africa,1905,4.073562145,7.632745266,0.882530153,54.06000137,0.73603034,-0.046635401,0.81637615,0.719679892,0.145141155,0.564787149
Thailand,Southeast Asia,1905,6.663609028,9.560946465,0.884350836,67.27999878,0.92688185,0.39821884,0.923195601,0.834183812,0.116675928,0.539867997
Togo,Sub-Saharan Africa,1905,2.936220884,7.405950069,0.302955091,52.43999863,0.584088326,-0.089821838,0.832003653,0.47878173,0.395362616,0.512031615
Trinidad and Tobago,Latin America and Caribbean,1905,6.518745899,10.20590019,0.862838507,63.68000031,0.775391877,0.077806674,0.899956524,0.826687574,0.134090632,0.520987928
Tunisia,Middle East and North Africa,1905,4.87648201,9.223750114,0.714891434,66.37999725,0.603123665,-0.203948289,0.912656903,0.513189495,0.248196974,0.472290635
Turkiye,Middle East and North Africa,1905,5.271944046,9.985816956,0.691901684,67.05999756,0.445606649,-0.244793341,0.648596227,0.512297988,0.379784316,
Turkmenistan,Commonwealth of Independent States,1905,5.791754723,9.146244049,0.964418709,60.41999817,,0.018015824,,0.576615632,0.122067995,
Uganda,Sub-Saharan Africa,1905,4.826001167,7.59893322,0.881751359,52.93999863,0.732973993,0.028986119,0.830123901,0.618214846,0.25448221,0.52145654
Ukraine,Commonwealth of Independent States,1905,5.083132744,9.467564583,0.859458685,62.52000046,0.57866931,-0.233417913,0.932535291,0.538531721,0.21964775,0.236262515
United Arab Emirates,Middle East and North Africa,1905,7.118701458,10.96500683,0.881368935,65.16000366,0.889463484,0.064719394,,0.701554298,0.215870038,
United Kingdom,Western Europe,1905,6.869248867,10.65464783,0.94871068,69.45999908,0.899774432,0.331989884,0.437595308,0.742470384,0.173908412,0.467890024
United States,North America and ANZ,1905,7.115138531,10.91437721,0.921705008,66.68000031,0.863191593,0.15617764,0.696925759,0.736950576,0.273378521,0.382531583
Uruguay,Latin America and Caribbean,1905,6.554047108,9.917165756,0.891282439,67.18000031,0.851441562,-0.089835346,0.556286037,0.702420473,0.252250046,0.631276906
Uzbekistan,Commonwealth of Independent States,1905,5.738744259,8.553657532,0.924071252,62.54000092,0.934132695,0.035348363,0.52186209,0.662584543,0.122773238,
Venezuela,Latin America and Caribbean,1905,6.579789162,9.858507156,0.930619895,65.26000214,0.766335011,-0.232478663,0.77153933,0.823433876,0.19866626,0.518393934
Vietnam,Southeast Asia,1905,5.767344475,8.803674698,0.897655129,64.58000183,0.818404377,0.086779304,0.742161632,0.493658513,0.192669109,0.772131264
Yemen,Middle East and North Africa,1905,3.746255636,8.263951302,0.662679553,58.56000137,0.638210595,-0.170486093,0.753882468,0.415944576,0.284862578,0.38704443
Zambia,Sub-Saharan Africa,1905,4.99911356,8.05415535,0.864022553,50.06000137,0.662850082,0.00203808,0.882149816,0.770685017,0.204069972,0.397612721
Zimbabwe,Sub-Saharan Africa,1905,4.845641613,7.617357254,0.864693522,46.40000153,0.632977962,-0.073153012,0.829800427,0.699490964,0.210543975,0.425926328
