Country Name,Regional Indicator,Year,Life Ladder,Log GDP Per Capita,Social Support,Healthy Life Expectancy At Birth,Freedom To Make Life Choices,Generosity,Perceptions Of Corruption,Positive Affect,Negative Affect,Confidence In National Government
United Arab Emirates,Middle East and North Africa,1908,6.539854527,11.07184505,,65.33999634,,,,,,
United Kingdom,Western Europe,1908,6.758147717,10.69754314,0.910247326,69.63999939,0.85703969,0.350483507,0.484118432,0.740233481,0.251140326,0.422672093
United States,North America and ANZ,1908,7.151114464,10.95619095,0.902097046,66.62000275,0.866076887,0.216903836,0.702267468,0.785790622,0.281265348,0.348671198
Uruguay,Latin America and Caribbean,1908,6.561443806,10.02025032,0.901897848,67.41999817,0.904332876,-0.082714424,0.53349489,0.788126111,0.251498908,0.595346212
Uzbekistan,Commonwealth of Independent States,1908,6.049212456,8.711969376,0.952406049,63.25999832,0.954481184,0.05503799,0.536461055,0.712928891,0.106158175,
Venezuela,Latin America and Caribbean,1908,6.136096478,9.365731239,0.903955817,65.13999939,0.569961905,-0.188282639,0.826534986,0.796721876,0.243603572,0.202779502
Vietnam,Southeast Asia,1908,5.084923267,8.941402435,0.792168498,64.81999969,,-0.018800916,,0.633852303,0.240606785,
Yemen,Middle East and North Africa,1908,3.967957973,8.159071922,0.638252258,58.43999863,0.66390872,-0.162415519,0.885429204,0.526576996,0.275673747,0.344929039
Zambia,Sub-Saharan Africa,1908,4.345837116,8.124429703,0.706222713,52.04000092,0.811824918,-0.011231022,0.80884099,0.638975799,0.327383965,0.606338799
Zimbabwe,Sub-Saharan Africa,1908,4.184450626,7.748008728,0.765838981,50,0.642033815,-0.058241516,0.820217133,0.66130662,0.239110738,0.56620872
Afghanistan,South Asia,1909,3.982854605,7.653833389,0.528597236,52.59999847,0.388927579,0.081652276,0.880638301,0.491409957,0.339276046,0.260557145
Albania,Central and Eastern Europe,1909,4.606650829,9.382661819,0.639356136,69,0.703850687,-0.082491614,0.884793043,0.579071701,0.350426674,0.506978393
Argentina,Latin America and Caribbean,1909,6.69713068,10.08305073,0.926492274,66.90000153,0.881223679,-0.17755191,0.850906193,0.767845273,0.305354923,0.378169239
Armenia,Commonwealth of Independent States,1909,4.34831953,9.350626945,0.722551048,66,0.551026642,-0.206866056,0.901462197,0.526852846,0.43794772,0.170927867
Australia,North America and ANZ,1909,7.309060574,10.76990891,0.95186156,70.59999847,0.921871006,0.328289151,0.356554389,0.749503672,0.209636971,0.478556842
Austria,Western Europe,1909,7.07644701,10.87566471,0.928110301,70.40000153,0.900305152,0.094909608,0.55747962,0.747707725,0.164469033,0.454789877
Azerbaijan,Commonwealth of Independent States,1909,5.146774769,9.605931282,0.785702765,63.09999847,0.764289498,-0.190421776,0.615552545,0.520429969,0.206114277,0.788487196
Bahrain,Middle East and North Africa,1909,6.00737524,10.78836441,0.852550745,66.19999695,0.84952116,0.107499674,,0.65334475,0.302972108,
Bangladesh,South Asia,1909,4.633473873,8.375026703,0.601468265,63.79999924,0.814796269,-0.082050033,0.720600903,0.543083906,0.225753754,0.760611534
Belarus,Commonwealth of Independent States,1909,5.718907833,9.818078995,0.924072623,65.09999847,0.622753441,-0.095032595,0.668678164,0.545734644,0.184309959,0.520024061
Belgium,Western Europe,1909,6.904219151,10.80884647,0.885208845,70,0.869474947,0.057947557,0.46878463,0.747103333,0.239958704,0.459024221
Benin,Sub-Saharan Africa,1909,3.624664307,7.955011368,0.434388518,54.29999924,0.733383596,-0.02617301,0.850098193,0.554649472,0.373396546,0.514306188
Bhutan,Southeast Asia,1909,5.082128525,9.197989464,0.847574413,62.59999847,0.83010155,0.275951028,0.633955777,0.723232627,0.311589301,0.946393013
Bolivia,Latin America and Caribbean,1909,5.834329128,8.965176582,0.828705788,62.70000076,0.88362509,-0.030841332,0.862373948,0.748659253,0.392902851,0.487208784
Bosnia and Herzegovina,Central and Eastern Europe,1909,5.117177963,9.416748047,0.655723631,67,0.630698025,-0.054861378,0.959853649,0.485843688,0.28623414,0.194221586
Botswana,Sub-Saharan Africa,1909,3.761964798,9.523887634,0.815656066,52.79999924,0.857168913,-0.105190248,0.860292971,0.675721586,0.261428148,0.81921792
Brazil,Latin America and Caribbean,1909,6.546896935,9.616577148,0.906693101,64.69999695,0.798935294,-0.018644908,0.771339059,0.687063634,0.324699104,0.198534787
Bulgaria,Central and Eastern Europe,1909,4.865401268,9.903078079,0.907517016,65.90000153,0.636817813,-0.20479691,0.941279948,0.555951655,0.214223832,0.249677315
Burkina Faso,Sub-Saharan Africa,1909,4.418930054,7.529865265,0.705393493,53.40000153,0.659102738,0.004729509,0.692723989,0.554707587,0.359287649,0.668077111
Cambodia,Southeast Asia,1909,4.162164688,8.178988457,0.728610277,60.70000076,0.956319809,0.207556576,0.825130224,0.731492698,0.399102688,0.732658446
Cameroon,Sub-Saharan Africa,1909,5.037964821,8.192779541,0.646312475,51.79999924,0.791428566,0.04406023,0.868049026,0.623713493,0.346430004,0.613636553
Canada,North America and ANZ,1909,7.412772655,10.76895142,0.939067066,71.09999847,0.931468964,0.248908401,0.427152246,0.791708946,0.286280215,0.644104123
Chad,Sub-Saharan Africa,1909,4.322675228,7.524701118,0.751252234,50.5,0.474360883,-0.030051373,0.88863939,0.592612624,0.358437926,0.445897698
Chile,Latin America and Caribbean,1909,6.532749653,10.1049881,0.827141881,69.40000153,0.76888144,0.034404624,0.811511338,0.752153039,0.332746744,0.300492525
China,East Asia,1909,5.303877831,9.44243145,0.793733716,68,,-0.247148633,,0.666827261,0.171314985,
Colombia,Latin America and Caribbean,1909,6.387571812,9.562101364,0.889900029,68.30000305,0.790897965,-0.103279702,0.842899323,0.803392112,0.291769385,0.271786749
Congo (Brazzaville),Sub-Saharan Africa,1909,4.690830231,8.519078255,0.642136157,54.90000153,0.85017246,-0.125980258,0.841359496,0.555227578,0.260670513,0.49927032
Congo (Kinshasa),Sub-Saharan Africa,1909,3.902741671,6.939807892,0.767235577,52.40000153,0.573763788,-0.046406858,0.866378009,0.537650287,0.301049381,0.274324
Costa Rica,Latin America and Caribbean,1909,6.854004383,9.849885941,0.878272951,70,0.906925678,-0.066175848,0.761419415,0.810668409,0.286440313,0.261169255
Croatia,Central and Eastern Europe,1909,5.205438137,10.12388706,0.768363416,67.90000153,0.693523049,-0.101610668,0.848545551,0.570057213,0.294019341,0.364868402
Cyprus,Western Europe,1909,5.439161301,10.45085621,0.769556105,71.59999847,0.62803483,0.109373726,0.892795146,0.659941733,0.383106411,0.203454718
Czechia,Central and Eastern Europe,1909,6.608017445,10.49594116,0.911362588,68.30000305,0.808484197,-0.149913684,0.886467457,0.689354122,0.206080526,0.435425878
Denmark,Western Europe,1909,7.514424801,10.87601948,0.9597013,70.5,0.94143641,0.217878878,0.191016391,0.801432848,0.217577577,0.579888642
Dominican Republic,Latin America and Caribbean,1909,5.061862469,9.62545681,0.893197775,63.20000076,0.856025338,-0.06784711,0.755288184,0.695385098,0.295253098,0.447033852
Ecuador,Latin America and Caribbean,1909,5.964075089,9.384984016,0.855889201,67.5,0.800870478,-0.117104702,0.665827513,0.816486955,0.322946101,0.522347212
Egypt,Middle East and North Africa,1909,4.762538433,9.210259438,0.729744256,62,0.659261465,-0.087560013,0.684498072,0.554459393,0.344331503,0.771612763
El Salvador,Latin America and Caribbean,1909,6.018496037,9.019993782,0.790755391,63.5,0.733355939,-0.160051957,0.80454427,0.816157162,0.332646847,0.306591809
Estonia,Central and Eastern Europe,1909,5.628908634,10.34299374,0.917929649,68.30000305,0.814692378,-0.167214438,0.568734467,0.648784935,0.182694778,0.3366898
Ethiopia,Sub-Saharan Africa,1909,4.573154926,7.467755318,0.625596821,58.29999924,0.802642584,0.11237932,0.56702733,0.623456478,0.236629039,0.826341391
Finland,Western Europe,1909,7.447925568,10.71602917,0.947800577,70.69999695,0.929861903,0.107025452,0.223369658,0.736426234,0.191057593,0.55760026
France,Western Europe,1909,6.357625008,10.67696476,0.895719409,71.69999695,0.817036211,-0.14313674,0.640602052,0.740427256,0.215400279,0.328252703
Gabon,Sub-Saharan Africa,1909,4.66101265,9.608581543,0.755861998,56.29999924,0.671300709,-0.193966493,0.86677748,0.59964323,0.371656328,0.370059073
Georgia,Commonwealth of Independent States,1909,4.121940613,9.441860199,0.517371595,64.19999695,0.639944971,-0.207956687,0.50241679,0.44771415,0.233192086,0.254327297
Germany,Western Europe,1909,7.037137508,10.84269905,0.925923228,70.09999847,0.889428854,0.173345014,0.412168294,0.72238481,0.20270516,0.628003657
Ghana,Sub-Saharan Africa,1909,3.985916138,8.437417984,0.687448561,56.5,0.851910151,-0.039831378,0.94543612,0.674785078,0.265278548,0.441527426
Greece,Western Europe,1909,5.622519016,10.24921608,0.834824681,70.40000153,0.531736314,-0.275128067,0.823959649,0.636590421,0.277412534,0.437318921
Guatemala,Latin America and Caribbean,1909,6.464986801,9.002781868,0.822837472,61.5,0.868639767,0.048504479,0.821654916,0.826123118,0.310553789,0.272380829
Guinea,Sub-Saharan Africa,1909,3.504693508,7.627111912,0.578859627,51.5,0.66595304,0.006180016,0.76215191,0.658103645,0.267741233,0.610287786
Haiti,Latin America and Caribbean,1909,3.569762468,8.052311897,0.56431967,54.59999847,0.398295492,0.26277858,0.777403951,0.597596824,0.332539678,0.297118127
Honduras,Latin America and Caribbean,1909,4.845436573,8.552596092,0.772375524,61.29999924,0.534057677,-0.097825289,0.848082721,0.829365373,0.31076616,0.296962649
Hungary,Central and Eastern Europe,1909,5.34438324,10.22297001,0.858733833,66.59999847,0.557721376,-0.191011146,0.907530308,0.649912417,0.244536385,0.279211909
Iceland,Western Europe,1909,7.498070717,10.86174393,0.980283201,71.90000153,0.94048512,0.295826077,0.638661802,0.794291139,0.179504439,0.427228123
India,South Asia,1909,4.342079163,8.59635067,0.61013329,59.09999847,0.777225256,-0.007034807,0.776434958,0.657200933,0.321829438,0.694716752
Indonesia,Southeast Asia,1909,5.04279995,9.22245121,0.809478104,62.29999924,0.779418349,0.468549788,0.945967257,0.796219051,0.274292201,0.645185173
Iran,Middle East and North Africa,1909,4.749955654,9.547588348,0.572406888,65.69999695,0.780383229,0.166087151,0.698951244,0.548019064,0.519858181,0.753276825
Iraq,Middle East and North Africa,1909,4.493377209,9.14539814,0.684434831,60.79999924,0.599459946,0.023362417,0.762167156,0.478412598,0.58126694,0.435163736
Ireland,Western Europe,1909,6.830125332,11.1773243,0.95294255,70.69999695,0.892276943,0.227723688,0.408756912,0.748266399,0.225349247,0.571841061
Israel,Middle East and North Africa,1909,7.07941103,10.52731228,0.864130199,71.80000305,0.752783954,0.104991004,0.789429903,0.65163219,0.256258249,0.405343235
Italy,Western Europe,1909,5.847683907,10.60281086,0.908986509,71.59999847,0.574765742,-0.068002611,0.912753046,0.646101654,0.329209089,0.260625869
Ivory Coast,Sub-Saharan Africa,1909,4.445038795,8.377420425,0.703991652,52.5,0.7997455,-0.054536413,0.744249642,0.614115715,0.347228676,0.643835604
Japan,East Asia,1909,5.879684448,10.6066494,0.922657192,73.59999847,0.831694186,-0.160575897,0.654443085,0.702268898,0.176408634,0.352867216
Jordan,Middle East and North Africa,1909,5.404593468,9.190973372,0.830443859,67.59999847,0.766517043,-0.048336346,,0.616620958,0.305195779,
Kazakhstan,Commonwealth of Independent States,1909,5.949995041,10.09783745,0.931349277,63.40000153,0.740132809,-0.040709618,0.713844299,0.682067513,0.173994005,0.816247523
Kenya,Sub-Saharan Africa,1909,4.357617855,8.334213257,0.77692306,56.09999847,0.792990327,0.212363929,0.852549851,0.673485041,0.172422111,0.747988701
Kosovo,Central and Eastern Europe,1909,5.077460766,9.153251648,0.805270791,,0.561048269,0.180007473,0.850647092,0.684578478,0.179988816,0.328998387
Kuwait,Middle East and North Africa,1909,6.146031857,10.89317989,0.823017776,70.19999695,0.821662426,0.078554049,,0.678253472,0.323691428,
Kyrgyzstan,Commonwealth of Independent States,1909,4.905375957,8.477441788,0.856584549,63.70000076,0.813175857,0.197421907,0.857725024,0.658385754,0.173476428,0.58429265
Latvia,Central and Eastern Europe,1909,5.880597591,10.1897316,0.879372418,65.80000305,0.65639317,-0.081558466,0.808400393,0.559270859,0.22813718,0.298912108
Lebanon,Middle East and North Africa,1909,5.171971321,9.717864037,0.741707742,65.69999695,0.596749783,0.067900911,0.888953269,0.524464548,0.242553964,0.187712133
Liberia,Sub-Saharan Africa,1909,2.701591253,7.365847588,0.637665987,52.5,0.671430886,-0.062921792,0.902672648,0.519482315,0.388488621,0.472788274
Libya,Middle East and North Africa,1909,5.615404606,9.857912064,0.867987692,64.30000305,0.774544954,-0.086899519,,0.651638031,0.368905216,
Lithuania,Central and Eastern Europe,1909,5.711378098,10.33358669,0.92852354,65.30000305,0.641470194,-0.257424742,0.92417407,0.533641696,0.276451677,0.367034554
Luxembourg,Western Europe,1909,6.701571465,11.6367588,0.933604598,71.5,0.932256401,0.045660511,0.37539047,0.727877915,0.19305034,0.694678366
Madagascar,Sub-Saharan Africa,1909,3.592514038,7.318787575,0.646716535,56.29999924,0.544753611,-0.040393695,0.860953391,0.674233139,0.226243451,0.482404798
Malawi,Sub-Saharan Africa,1909,3.86763835,7.272983074,0.494381636,54.90000153,0.801390707,0.032590926,0.834825397,0.602146029,0.259763956,0.568601787
Malaysia,Southeast Asia,1909,6.322121143,10.09209156,0.817616284,65.80000305,0.674594462,0.220472902,0.837892234,0.732742906,0.313732743,0.436821789
Mali,Sub-Saharan Africa,1909,4.582098484,7.630509377,0.830189168,53,0.633753538,-0.066475324,0.800046742,0.695829928,0.243003011,0.572915018
Malta,Western Europe,1909,6.61339426,10.59423065,0.918764889,71.30000305,0.91217804,0.340854287,0.663886309,0.640534222,0.35504058,0.734930515
Mauritania,Sub-Saharan Africa,1909,3.922664165,8.547121048,0.874945939,58.90000153,0.447086573,0.052734852,0.715358436,0.797596335,0.193899721,0.293832392
Mexico,Latin America and Caribbean,1909,6.236287117,9.880367279,0.760614276,65.80000305,0.719465971,-0.156222522,0.707971931,0.706144869,0.237188041,0.256193161
Moldova,Commonwealth of Independent States,1909,6.017472267,9.245276451,0.8399055,62.90000153,0.595241427,-0.092726655,0.943118811,0.555981815,0.281455815,0.174305618
Mongolia,East Asia,1909,4.982719898,9.317831039,0.905524373,59.90000153,0.685510755,0.169322208,0.900218189,0.532772839,0.207652658,0.226754889
Montenegro,Central and Eastern Europe,1909,5.124921322,9.81284523,0.73963052,66.59999847,0.583317339,-0.147677779,0.781232595,0.534339011,0.337239444,0.399765968
Morocco,Middle East and North Africa,1909,5.163156986,8.947375298,0.605917633,63.29999924,0.712933421,-0.235815093,0.841856956,0.596332312,0.261803716,
Mozambique,Sub-Saharan Africa,1909,4.549767494,7.148315907,0.665858209,48.59999847,0.813229263,0.086979166,0.631573498,0.560135126,0.339584351,0.706727743
Myanmar,Southeast Asia,1909,4.223846436,8.229056358,0.752064288,59.59999847,0.80797106,0.69470036,0.633305192,0.729088902,0.271750778,0.777451694
Nepal,South Asia,1909,4.812436581,8.089492798,0.74761188,60.20000076,0.763447225,0.217327312,0.823508382,0.444045782,0.358234376,0.469293684
Netherlands,Western Europe,1909,7.324437141,10.87755871,0.879010439,71.09999847,0.903978765,0.257405758,0.41182211,0.742387831,0.202128634,0.579621017
New Zealand,North America and ANZ,1909,7.418120861,10.62182236,0.98734349,69.90000153,0.941784263,0.324307948,0.185888708,0.7945081,0.159829989,0.620907664
Nicaragua,Latin America and Caribbean,1909,5.924112797,8.623893738,0.826908529,65.19999695,0.809259176,0.075562447,0.727998376,0.771062553,0.345594645,0.603455484
Niger,Sub-Saharan Africa,1909,3.671453714,7.025013924,0.713019609,54.09999847,0.728128314,-0.032866538,0.702549696,0.664707303,0.218422577,0.576022983
Nigeria,Sub-Saharan Africa,1909,4.932914734,8.599528313,0.811647654,53.09999847,0.680470288,-0.03668971,0.926109254,0.714879394,0.25118956,0.41035831
North Macedonia,Central and Eastern Europe,1909,4.975589752,9.625226974,0.766368151,65.30000305,0.660318911,-0.050758671,0.824178994,0.550810456,0.299022079,0.367435127
Norway,Western Europe,1909,7.603433609,11.0506916,0.946833968,71.19999695,0.947620511,0.251130641,0.298814356,0.796320975,0.209409878,0.586871624
Pakistan,South Asia,1909,4.823194981,8.423455238,0.561719073,55.79999924,0.586546242,0.078667432,0.716641188,0.469451874,0.328646719,0.45958823
Panama,Latin America and Caribbean,1909,6.605550289,10.25811291,0.88261503,68.30000305,0.846669197,-0.011002043,0.809942901,0.777305126,0.263825864,0.375584841
Paraguay,Latin America and Caribbean,1909,5.559724331,9.457676888,0.914199054,65.59999847,0.806124747,-0.016516497,0.862888277,0.831519663,0.218508467,0.181174591
Peru,Latin America and Caribbean,1909,5.577263355,9.39392662,0.798418343,68.80000305,0.802269042,-0.092555217,0.883730412,0.743743539,0.37830466,0.179047555
Philippines,Southeast Asia,1909,5.547489166,8.886696815,0.853588581,61.90000153,0.911533594,-0.053213272,0.755191565,0.796321929,0.350587666,0.668413937
Poland,Central and Eastern Europe,1909,6.007021904,10.22802067,0.893090427,68,0.793462157,-0.096320622,0.810096323,0.630626798,0.240432039,0.211427912
Portugal,Western Europe,1909,5.080866337,10.34556675,0.866213858,70.5,0.800440311,-0.166943058,0.941050768,0.629159272,0.370736867,0.217742205
Qatar,Middle East and North Africa,1909,6.374529362,11.53245354,,66.40000153,,,,,,
Romania,Central and Eastern Europe,1909,5.777491093,10.0831995,0.786967337,66.30000305,0.795847714,-0.144942254,0.961650968,0.627088487,0.311574161,0.246008784
Russia,Commonwealth of Independent States,1909,5.995538712,10.14596653,0.924363256,62.70000076,0.685454726,-0.174599618,0.913418293,0.609346032,0.130005926,0.649233103
Rwanda,Sub-Saharan Africa,1909,3.483108997,7.520081043,0.678143561,58.90000153,0.907892346,0.025167169,0.09460447,0.69152987,0.206402764,
Saudi Arabia,Middle East and North Africa,1909,6.345491886,10.76594162,0.819749713,63.20000076,0.820207238,-0.046798836,,0.667652607,0.327139378,
Senegal,Sub-Saharan Africa,1909,4.61700058,8.010486603,0.70153451,58.20000076,0.719533265,-0.114150435,0.765490174,0.709879577,0.207667634,0.622598588
Serbia,Central and Eastern Europe,1909,5.317685127,9.653808594,0.81625104,66.40000153,0.545892,-0.065739132,0.859358013,0.472240627,0.302544028,0.388694555
Sierra Leone,Sub-Saharan Africa,1909,4.908617973,7.322221279,0.610593736,49.70000076,0.624296129,0.050859679,0.824828029,0.625677109,0.414426446,0.652109861
Singapore,Southeast Asia,1909,6.619524956,11.39819622,0.86643666,73.19999695,0.886890888,0.145017698,0.098943882,0.736193538,0.141585171,0.90855819
Slovakia,Central and Eastern Europe,1909,6.162004471,10.26563263,0.94345367,67.59999847,0.587157667,-0.129930854,0.92754513,0.632166922,0.269246429,0.276530683
Slovenia,Central and Eastern Europe,1909,5.740642071,10.42820835,0.901163757,70,0.896007299,0.004144723,0.892197907,0.644497395,0.26141873,0.202604815
Somalia,Middle East and North Africa,1909,5.353644848,6.937022209,0.599281073,48.09999847,0.967869282,0.019568179,0.410235763,0.763963759,0.186736152,0.778640568
South Africa,Sub-Saharan Africa,1909,4.887325764,9.538723946,0.898096263,54.09999847,0.862449408,-0.135888189,0.85269475,0.716541946,0.160787657,0.5839957
South Korea,East Asia,1909,5.780211449,10.56691647,0.768350601,72,0.61584878,-0.039611675,0.840721607,0.560941756,0.244323716,0.264757395
South Sudan,Sub-Saharan Africa,1909,4.070771217,,0.584781349,53,0.511631012,,0.709605932,0.552726328,0.449795097,0.509233654
Spain,Western Europe,1909,6.380663395,10.52872944,0.95647186,71.59999847,0.73200047,-0.076273702,0.821664929,0.704702199,0.284693688,0.277751327
Sri Lanka,South Asia,1909,4.611606598,9.427107811,0.862500072,66.59999847,0.902074754,0.312884927,0.859470963,0.789435446,0.234751269,0.739669859
State of Palestine,Middle East and North Africa,1909,4.695239067,8.68314743,0.766101241,,0.556040943,-0.169830605,0.77430135,0.536447167,0.369084895,
Sweden,Western Europe,1909,7.28892231,10.83818722,0.929459989,71.40000153,0.935072064,0.20791176,0.231964141,0.766197622,0.190991774,0.49930203
Switzerland,Western Europe,1909,7.572136879,11.12960148,0.93833375,71.69999695,0.927802444,0.102211401,0.209533513,0.794053614,0.165759072,0.787730038
Syria,Middle East and North Africa,1909,3.46191287,8.492067337,0.463912874,56.29999924,0.448270857,0.038870115,0.685236931,0.363018543,0.642588735,
Taiwan Province of China,East Asia,1909,6.450088024,10.77875996,0.885388851,,0.700810492,0.018901616,0.857194841,0.750357687,0.129348695,0.270259619
Tajikistan,Commonwealth of Independent States,1909,5.124210835,7.992942333,0.843932509,61.40000153,0.84654212,0.016705303,0.741689622,0.633298099,0.195661336,0.874170899
Tanzania,Sub-Saharan Africa,1909,3.660597324,7.743546486,0.79026258,56.70000076,0.758684695,0.148424551,0.906422615,0.606502652,0.191747963,0.68432039
Thailand,Southeast Asia,1909,6.191162676,9.675291909,0.866324544,68,0.884916544,0.314282238,0.913651109,0.883586407,0.174081355,0.657713354
Togo,Sub-Saharan Africa,1909,3.768301964,7.540040016,0.478593409,54.20000076,0.771577239,-0.088980012,0.733261764,0.59704268,0.415780723,0.500700116
Tunisia,Middle East and North Africa,1909,5.131611824,9.282613754,0.60947001,66.69999695,0.711373389,-0.230600506,0.814824998,0.513881803,0.319542259,0.480274767
Turkiye,Middle East and North Africa,1909,5.514465332,10.15013885,0.851224601,67.69999695,0.653196752,-0.018882724,0.806076229,0.390979111,0.382290989,
Turkmenistan,Commonwealth of Independent States,1909,5.791460037,9.436701775,0.960158467,61.70000076,0.701358378,0.092151947,,0.633318007,0.301038891,
Uganda,Sub-Saharan Africa,1909,4.237686634,7.653903008,0.746633112,56.29999924,0.757835329,0.131468296,0.872740388,0.678660333,0.352847546,0.604114532
Ukraine,Commonwealth of Independent States,1909,3.964542866,9.325107574,0.909439743,63.79999924,0.43059203,-0.036331616,0.952472746,0.531036317,0.241075858,0.084303714
United Arab Emirates,Middle East and North Africa,1909,6.568397522,11.12838936,0.824136674,65.40000153,0.915036201,0.19346121,,0.722089231,0.295732975,
United Kingdom,Western Europe,1909,6.515445232,10.71326923,0.935985744,69.69999695,0.832926095,0.295811176,0.456133723,0.739562273,0.219261855,0.456811696
United States,North America and ANZ,1909,6.863946915,10.97554302,0.903571069,66.59999847,0.848753452,0.215132326,0.697542608,0.768670917,0.274687767,0.346936464
Uruguay,Latin America and Caribbean,1909,6.628080368,10.02066708,0.891493499,67.5,0.916879654,-0.042211991,0.673475683,0.811901748,0.299538106,0.550558805
Uzbekistan,Commonwealth of Independent States,1909,5.972364426,8.764227867,0.968225241,63.5,0.979937136,0.368484914,0.470916927,0.778191397,0.103493795,0.973944485
Venezuela,Latin America and Caribbean,1909,5.568800449,8.532186508,0.911086857,65.09999847,0.512159348,-0.085864797,0.813096821,0.837068617,0.222635239,0.212657243
Vietnam,Southeast Asia,1909,5.076315403,8.998518944,0.848676682,64.90000153,,0.066410445,,0.583119392,0.232416138,
Yemen,Middle East and North Africa,1909,2.982673883,7.772318363,0.668683469,58.40000153,0.609980762,-0.135051996,0.829097569,0.458002269,0.321357071,0.263296992
Zambia,Sub-Saharan Africa,1909,4.843164444,8.121295929,0.691483498,52.70000076,0.758653641,-0.039224371,0.871019542,0.634061992,0.381731302,0.631103098
Zimbabwe,Sub-Saharan Africa,1909,3.70319128,7.74668026,0.735800326,51.20000076,0.667193294,-0.107364602,0.810457349,0.639001906,0.178861097,0.590012372
Afghanistan,South Asia,1910,4.219108591,7.650369644,0.559071779,52.92499924,0.522566199,0.043916017,0.793245554,0.501408756,0.348332286,0.324989557
Albania,Central and Eastern Europe,1910,4.511100769,9.416872978,0.638411462,69.02500153,0.72981894,-0.018664083,0.901070774,0.567079723,0.321705997,0.400909811
Algeria,Middle East and North Africa,1910,5.340853691,9.383312225,0.748588264,66.09999847,,,,0.565025926,0.377111971,
Argentina,Latin America and Caribbean,1910,6.427221298,10.05145645,0.882819116,66.94999695,0.847702205,-0.195432812,0.850924492,0.73173517,0.311646461,0.419561833
Armenia,Commonwealth of Independent States,1910,4.325471878,9.357068062,0.709218323,66.27500153,0.610986948,-0.175243273,0.921421051,0.515989423,0.437227815,0.184713036
Australia,North America and ANZ,1910,7.250080109,10.78122902,0.942334235,70.67500305,0.922315717,0.23496674,0.398545116,0.735895514,0.236085787,0.452731758
Austria,Western Europe,1910,7.048071861,10.88454914,0.926318586,70.52500153,0.888513982,0.075823404,0.52364099,0.713450849,0.197423846,0.432638228
Azerbaijan,Commonwealth of Independent States,1910,5.303894997,9.563261986,0.777271032,63.22499847,0.712573171,-0.20739381,0.606770813,0.508836508,0.191117197,0.734052122
Bahrain,Middle East and North Africa,1910,6.169673443,10.78903675,0.862700105,66.125,0.888691068,0.083301701,,0.736219883,0.283466339,
Bangladesh,South Asia,1910,4.5561409,8.431437492,0.649116933,63.92499924,0.874700487,-0.102280565,0.687853634,0.436627895,0.235022455,0.845429063
Belarus,Commonwealth of Independent States,1910,5.177899361,9.791612625,0.926551104,65.32499695,0.658228815,-0.129186898,0.664055169,0.502697408,0.182106122,0.452669024
Belgium,Western Europe,1910,6.948936462,10.81637096,0.928964078,70.15000153,0.865759015,-0.059950788,0.4966591,0.701093376,0.259653389,0.419177502
Benin,Sub-Saharan Africa,1910,4.007357597,7.95836401,0.492815852,54.59999847,0.779795229,-0.064475536,0.837715745,0.578206301,0.455767602,0.63744539
Bolivia,Latin America and Caribbean,1910,5.769723415,8.991458893,0.795958757,62.84999847,0.881748736,-0.048049994,0.852592945,0.735729158,0.376412243,0.40174228
Bosnia and Herzegovina,Central and Eastern Europe,1910,5.180865288,9.460133553,0.807705104,67.05000305,0.633453727,0.133556396,0.957311988,0.565980375,0.304080278,0.212188497
Botswana,Sub-Saharan Africa,1910,3.498936653,9.573143005,0.768302798,53.07500076,0.851694882,-0.243528172,0.729171813,0.657055497,0.251836598,0.803130805
Brazil,Latin America and Caribbean,1910,6.374817371,9.575156212,0.912455142,64.875,0.806571543,-0.103373155,0.781092763,0.711286247,0.30208382,0.264140248
Bulgaria,Central and Eastern Europe,1910,4.837560654,9.940037727,0.92603606,66,0.700265527,-0.174660623,0.935988188,0.544566214,0.171699852,0.221241772
Burkina Faso,Sub-Saharan Africa,1910,4.205634594,7.558389664,0.764401138,53.77500153,0.644681513,0.000605892,0.720542431,0.590086639,0.337300181,0.663711369
Cambodia,Southeast Asia,1910,4.461259365,8.232682228,0.745901227,60.90000153,0.957821488,0.073389076,0.840416849,0.71258837,0.398200303,0.739886224
Cameroon,Sub-Saharan Africa,1910,4.816232204,8.207217216,0.659299791,52.47499847,0.71250701,-0.008439968,0.87945056,0.634631455,0.367093384,0.621221066
Canada,North America and ANZ,1910,7.244845867,10.76759148,0.924392521,71.15000153,0.912423909,0.207250759,0.385090441,0.767764688,0.237422869,0.618195295
Central African Republic,Sub-Saharan Africa,1910,2.693061113,6.707346439,0.29018417,44.75,0.624056518,0.03731833,0.859073043,0.550785124,0.49426806,0.748754561
Chad,Sub-Saharan Africa,1910,4.029350281,7.428617477,0.616204858,50.875,0.525222123,0.0507451,0.819788873,0.563527167,0.467566758,0.513021767
Chile,Latin America and Caribbean,1910,6.579056263,10.11047649,0.841388166,69.55000305,0.652289748,0.096121913,0.858124971,0.791725159,0.283042103,0.203538865
China,East Asia,1910,5.32495594,9.5029459,0.741703033,68.125,,-0.230263636,,0.683255911,0.145625159,
Colombia,Latin America and Caribbean,1910,6.233715057,9.572073936,0.88190037,68.47499847,0.834966123,-0.103711762,0.897553861,0.770469427,0.294222772,0.261251181
Congo (Brazzaville),Sub-Saharan Africa,1910,4.119493484,8.381088257,0.615449011,55.22499847,0.785906553,-0.087658733,0.790385723,0.586019151,0.303666711,0.483075261
